ΑΦΜ,Επωνυμία,Διακριτικός Τίτλος,Διεύθυνση,Περιφέρεια,Περιφερειακή Ενότητα,Δήμος,Δημοτική Ενότητα,Τηλέφωνο 1,Τηλέφωνο 2,Email
090143486,"ΣΥΛΛΟΓΟΣ ΓΟΝΕΩΝ ΚΑΙ ΚΗΔΕΜΟΝΩΝ  ΑΤΟΜΩΝ ΜΕ ΕΙΔΙΚΕΣ ΑΝΑΓΚΕΣ ΔΥΤΙΚΗΣ ΑΤΤΙΚΗΣ - ""Η ΕΛΠΙΔΑ"" ",-,"ΑΙΣΩΠΟΥ Κ30, ΤΚ:12134",ΠΕΡΙΦΕΡΕΙΑ ΑΤΤΙΚΗΣ,ΠΕΡΙΦΕΡΕΙΑΚΗ ΕΝΟΤΗΤΑ ΔΥΤΙΚΟΥ ΤΟΜΕΑ ΑΘΗΝΩΝ,ΔΗΜΟΣ ΠΕΡΙΣΤΕΡΙΟΥ,ΔΗΜΟΤΙΚΗ ΕΝΟΤΗΤΑ ΠΕΡΙΣΤΕΡΙΟΥ,2105580429,6981313930,info@ameaelpida.gr
090168769,ΣΩΜΑΤΕΙΟ ΑΤΟΜΩΝ ΜΕ ΕΙΔΙΚΕΣ ΑΝΑΓΚΕΣ ΝΟΜΟΥ ΖΑΚΥΝΘΟΥ,ΟΙ ΠΟΠΟΛΑΡΟΙ,"ΙΣΟΓΕΙΟ ΔΙΟΙΚΗΤΗΡΙΟΥ -, ΤΚ:29100",ΠΕΡΙΦΕΡΕΙΑ ΙΟΝΙΩΝ ΝΗΣΩΝ,ΠΕΡΙΦΕΡΕΙΑΚΗ ΕΝΟΤΗΤΑ ΖΑΚΥΝΘΟΥ,ΔΗΜΟΣ ΖΑΚΥΝΘΟΥ,ΔΗΜΟΤΙΚΗ ΕΝΟΤΗΤΑ ΖΑΚΥΝΘΙΩΝ,2695048435,6936578508,popolaroi_zante@yaoo.gr
999287130,"ΕΛΛΗΝΙΚΗ ΕΤΑΙΡΙΑ ΨΥΧΟΚΟΙΝΩΝΙΚΗΣ ΥΠΟΣΤΗΡΙΞΗΣ, ΑΠΟΚΑΤΑΣΤΑΣΗΣ ΚΑΙ ΚΟΙΝΟΤΙΚΗΣ ΜΕΡΙΜΝΑΣ",-,"ΙΠΠΟΚΡΑΤΟΥΣ  18, ΤΚ:10680",ΠΕΡΙΦΕΡΕΙΑ ΑΤΤΙΚΗΣ,ΠΕΡΙΦΕΡΕΙΑΚΗ ΕΝΟΤΗΤΑ ΚΕΝΤΡΙΚΟΥ ΤΟΜΕΑ ΑΘΗΝΩΝ,ΔΗΜΟΣ ΑΘΗΝΑΙΩΝ,ΔΗΜΟΤΙΚΗ ΕΝΟΤΗΤΑ ΑΘΗΝΑΙΩΝ,2105786275,6947802051,psyhologia@psyhologia.gr
090003220,ΜΟΝΑΔΑ ΦΡΟΝΤΙΔΑΣ ΗΛΙΚΙΩΜΕΝΩΝ-ΦΙΛΑΝΘΡΩΠΙΚΑ ΙΔΡΥΜΑΤΑ ΛΗΞΟΥΡΙΟΥ,-,"ΒΙΚΕΝΤΙΟΥ ΧΑΡΙΤΑΤΟΥ 12, ΤΚ:28200",ΠΕΡΙΦΕΡΕΙΑ ΙΟΝΙΩΝ ΝΗΣΩΝ,ΠΕΡΙΦΕΡΕΙΑΚΗ ΕΝΟΤΗΤΑ ΚΕΦΑΛΛΗΝΙΑΣ,ΔΗΜΟΣ ΛΗΞΟΥΡΙΟΥ,ΔΗΜΟΤΙΚΗ ΕΝΟΤΗΤΑ ΛΗΞΟΥΡΙΟΥ,2671091262,6977407713,info@girokomeio-lixouriou.gr
090041193,"ΧΡΙΣΤΙΑΝΙΚΟΣ ΦΙΛΑΝΘΡΩΠΙΚΟΣ ΟΜΙΛΟΣ ΑΡΓΟΥΣ ""Η ΑΓΙΑ ΑΙΚΑΤΕΡΙΝΗ""",-,"Ι ΚΑΙ Α ΛΑΛΟΥΚΙΩΤΗ 10, ΤΚ:21231",ΠΕΡΙΦΕΡΕΙΑ ΠΕΛΟΠΟΝΝΗΣΟΥ,ΠΕΡΙΦΕΡΕΙΑΚΗ ΕΝΟΤΗΤΑ ΑΡΓΟΛΙΔΑΣ,ΔΗΜΟΣ ΆΡΓΟΥΣ - ΜΥΚΗΝΩΝ,ΔΗΜΟΤΙΚΗ ΕΝΟΤΗΤΑ ΆΡΓΟΥΣ,2751021105,6906135151,girokomeio@ath.forthnet.gr
090147135,ΜΟΝΑΔΑ ΦΡΟΝΤΙΔΑΣ ΗΛΙΚΙΩΜΕΝΩΝ ΧΡΙΣΤΙΑΝΙΚΟΥ ΣΥΛΛΟΓΟΥ ΚΟΜΟΤΗΝΗΣ ''Η ΟΡΘΟΔΟΞΙΑ'' - ΙΔΡΥΜΑ,-,"ΘΑΣΟΥ 18-20, ΤΚ:69133",ΠΕΡΙΦΕΡΕΙΑ ΑΝΑΤΟΛΙΚΗΣ ΜΑΚΕΔΟΝΙΑΣ ΚΑΙ ΘΡΑΚΗΣ,ΠΕΡΙΦΕΡΕΙΑΚΗ ΕΝΟΤΗΤΑ ΡΟΔΟΠΗΣ,ΔΗΜΟΣ ΚΟΜΟΤΗΝΗΣ,ΔΗΜΟΤΙΚΗ ΕΝΟΤΗΤΑ ΚΟΜΟΤΗΝΗΣ,2531022011,6973925880,ghrkomot@otenet.gr
997107059,ΑΚΕΣΩ μαζί Α.Μ.Κ.Ε.,-,"ΣΚΟΥΦΑ 2, ΤΚ:52052",ΠΕΡΙΦΕΡΕΙΑ ΔΥΤΙΚΗΣ ΜΑΚΕΔΟΝΙΑΣ,ΠΕΡΙΦΕΡΕΙΑΚΗ ΕΝΟΤΗΤΑ ΚΑΣΤΟΡΙΑΣ,ΔΗΜΟΣ ΚΑΣΤΟΡΙΑΣ,ΔΗΜΟΤΙΚΗ ΕΝΟΤΗΤΑ ΑΓΙΩΝ ΑΝΑΡΓΥΡΩΝ,2467305062,6948064980,akesoamke@gmail.com
090039070,ΚΙΒΩΤΟΣ ΑΓΑΠΗΣ,-,"ΚΩΝΣΤΑΝΤΙΝΟΥ ΠΑΛΑΙΟΛΟΓΟΥ 29-31, ΤΚ:26331",ΠΕΡΙΦΕΡΕΙΑ ΔΥΤΙΚΗΣ ΕΛΛΑΔΑΣ,ΠΕΡΙΦΕΡΕΙΑΚΗ ΕΝΟΤΗΤΑ ΑΧΑΪΑΣ,ΔΗΜΟΣ ΠΑΤΡΕΩΝ,ΔΗΜΟΤΙΚΗ ΕΝΟΤΗΤΑ ΠΑΤΡΕΩΝ,2610222280,6930698683,kivotosa@otenet.gr
999598491,ΜΚΟ ΦΑΡΟΣ ΕΛΠΙΔΑΣ,ΦΑΡΟΣ ΕΛΠΙΔΑΣ,"ΦΙΛΑΔΕΛΦΕΙΑΣ 2, ΤΚ:10440",ΠΕΡΙΦΕΡΕΙΑ ΑΤΤΙΚΗΣ,ΠΕΡΙΦΕΡΕΙΑΚΗ ΕΝΟΤΗΤΑ ΚΕΝΤΡΙΚΟΥ ΤΟΜΕΑ ΑΘΗΝΩΝ,ΔΗΜΟΣ ΑΘΗΝΑΙΩΝ,ΔΗΜΟΤΙΚΗ ΕΝΟΤΗΤΑ ΑΘΗΝΑΙΩΝ,2155505717,6932456078,info@faroselpidas.org
998019832,ΠΑΝΕΛΛΗΝΙΑ ΟΡΓΑΝΩΣΗ ΦΡΟΝΤΙΔΑΣ ΕΥΑΙΣΘΗΤΩΝ ΚΟΙΝΩΝΙΚΩΝ ΟΜΑΔΩΝ,Π.Ο.Φ.ΕΚ.Ο.,"ΠΕΡΙΚΛΕΟΥΣ 16, ΤΚ:41221",ΠΕΡΙΦΕΡΕΙΑ ΘΕΣΣΑΛΙΑΣ,ΠΕΡΙΦΕΡΕΙΑΚΗ ΕΝΟΤΗΤΑ ΛΑΡΙΣΑΣ,ΔΗΜΟΣ ΛΑΡΙΣΑΙΩΝ,ΔΗΜΟΤΙΚΗ ΕΝΟΤΗΤΑ ΛΑΡΙΣΑΙΩΝ,2410555453,6944261767,info@pofeko.gr
090051600,ΣΤΕΓΗ ΚΑΤΑΚΟΙΤΩΝ ΓΕΡΟΝΤΩΝ ΑΡΧΙΕΠΙΣΚΟΠΗΣ ΑΘΗΝΩΝ,-,"ΛΑΟΔΑΜΑΝΤΟΣ 18, ΤΚ:10444",ΠΕΡΙΦΕΡΕΙΑ ΑΤΤΙΚΗΣ,ΠΕΡΙΦΕΡΕΙΑΚΗ ΕΝΟΤΗΤΑ ΚΕΝΤΡΙΚΟΥ ΤΟΜΕΑ ΑΘΗΝΩΝ,ΔΗΜΟΣ ΑΘΗΝΑΙΩΝ,ΔΗΜΟΤΙΚΗ ΕΝΟΤΗΤΑ ΑΘΗΝΑΙΩΝ,2105122757,6974706131,stegikatakoitongeronton@gmail.com
997989795,"ΕΣΤΙΑ ΠΑΠΑΓΕΩΡΓΙΟΥ - ΣΤΕΓΗ ΦΡΟΝΤΙΔΑΣ ΑΤΟΜΩΝ ΤΡΙΤΗΣ ΗΛΙΚΙΑΣ Μ.Κ. ",-,"ΜΑΚΕΔΟΝΟΜΑΧΩΝ  23, ΤΚ:56224",ΠΕΡΙΦΕΡΕΙΑ ΚΕΝΤΡΙΚΗΣ ΜΑΚΕΔΟΝΙΑΣ,ΠΕΡΙΦΕΡΕΙΑΚΗ ΕΝΟΤΗΤΑ ΘΕΣΣΑΛΟΝΙΚΗΣ,ΔΗΜΟΣ ΚΟΡΔΕΛΙΟΥ - ΕΥΟΣΜΟΥ,ΔΗΜΟΤΙΚΗ ΕΝΟΤΗΤΑ ΕΥΟΣΜΟΥ,2310771608,6942051006,info@estiapapageorgiou.gr
999883554,ΞΕΝΙΟΣ ΖΕΥΣ,-,"ΔΕΙΝΟΣΤΡΑΤΟΥΣ 95, ΤΚ:11743",ΠΕΡΙΦΕΡΕΙΑ ΑΤΤΙΚΗΣ,ΠΕΡΙΦΕΡΕΙΑΚΗ ΕΝΟΤΗΤΑ ΚΕΝΤΡΙΚΟΥ ΤΟΜΕΑ ΑΘΗΝΩΝ,ΔΗΜΟΣ ΑΘΗΝΑΙΩΝ,ΔΗΜΟΤΙΚΗ ΕΝΟΤΗΤΑ ΑΘΗΝΑΙΩΝ,2109022010,6937365625,info@xenioszeus.org.gr
099038918,"Κέντρο Ερευνών Ρίζες ",-,"ΣΠΥΡΟΥ ΒΙΚΑΤΟΥ 12, ΤΚ:11524",ΠΕΡΙΦΕΡΕΙΑ ΑΤΤΙΚΗΣ,ΠΕΡΙΦΕΡΕΙΑΚΗ ΕΝΟΤΗΤΑ ΚΕΝΤΡΙΚΟΥ ΤΟΜΕΑ ΑΘΗΝΩΝ,ΔΗΜΟΣ ΑΘΗΝΑΙΩΝ,ΔΗΜΟΤΙΚΗ ΕΝΟΤΗΤΑ ΑΘΗΝΑΙΩΝ,2103811764,6945414493,moiraroots@gmail.com
999440048,"ΣΥΛΛΟΓΟΣ ΟΡΘΟΔΟΞΩΝ ΓΥΝΑΙΚΩΝ ""Ο ΑΓΙΟΣ ΦΙΛΑΡΕΤΟΣ Ο ΕΛΕΗΜΩΝ""",-,"ΛΕΩΦΟΡΟΣ ΦΥΛΗΣ 107, ΤΚ:13351",ΠΕΡΙΦΕΡΕΙΑ ΑΤΤΙΚΗΣ,ΠΕΡΙΦΕΡΕΙΑΚΗ ΕΝΟΤΗΤΑ ΔΥΤΙΚΗΣ ΑΤΤΙΚΗΣ,ΔΗΜΟΣ ΦΥΛΗΣ,ΔΗΜΟΤΙΚΗ ΕΝΟΤΗΤΑ ΦΥΛΗΣ,2102412162,6934747735,info@agiosfilaretos.gr
099082708,"ΕΘΝΙΚΗ ΟΜΟΣΠΟΝΔΙΑ ΚΙΝΗΤΙΚΑ ΑΝΑΠΗΡΩΝ ",Ε.Ο.Κ.Α.,"ΕΛΕΥΘΕΡΙΟΥ ΒΕΝΙΖΕΛΟΥ  236, ΤΚ:16341",ΠΕΡΙΦΕΡΕΙΑ ΑΤΤΙΚΗΣ,ΠΕΡΙΦΕΡΕΙΑΚΗ ΕΝΟΤΗΤΑ ΚΕΝΤΡΙΚΟΥ ΤΟΜΕΑ ΑΘΗΝΩΝ,ΔΗΜΟΣ ΗΛΙΟΥΠΟΛΕΩΣ,-,2105224974,6983154447,info@eoka.com.gr
998977364,ΚΕΝΤΡΟ ΘΕΡΑΠΕΥΤΙΚΗΣ ΙΠΠΑΣΙΑΣ ΣΕΡΡΩΝ,-,"ΑΔΡΙΑΝΟΥΠΟΛΕΩΣ  4, ΤΚ:62123",ΠΕΡΙΦΕΡΕΙΑ ΚΕΝΤΡΙΚΗΣ ΜΑΚΕΔΟΝΙΑΣ,ΠΕΡΙΦΕΡΕΙΑΚΗ ΕΝΟΤΗΤΑ ΣΕΡΡΩΝ,ΔΗΜΟΣ ΣΕΡΡΩΝ,ΔΗΜΟΤΙΚΗ ΕΝΟΤΗΤΑ ΣΕΡΡΩΝ,6972516583,6978515314,kethiser@yahoo.gr
090274425,ΣΥΛΛΟΓΟΣ ΓΟΝΕΩΝ ΚΑΙ ΦΙΛΩΝ ΑΥΤΙΣΤΙΚΩΝ ΑΤΟΜΩΝ ΜΕ ΝΟΗΤΙΚΗ ΥΣΤΕΡΗΣΗ Β.ΕΛΛΑΔΟΣ,-,"ΚΩΝΣΤΑΝΤΙΝΟΥ ΚΑΡΑΜΑΝΛΗ  34Β, ΤΚ:55132",ΠΕΡΙΦΕΡΕΙΑ ΚΕΝΤΡΙΚΗΣ ΜΑΚΕΔΟΝΙΑΣ,ΠΕΡΙΦΕΡΕΙΑΚΗ ΕΝΟΤΗΤΑ ΘΕΣΣΑΛΟΝΙΚΗΣ,ΔΗΜΟΣ ΚΑΛΑΜΑΡΙΑΣ,-,2310455460,6932571393,axtida1@otenet.gr
090106153,Σύλλογος Γονέων και Φίλων Παιδιών με Ειδικές Ανάγκες Νομού Άρτας,-,"Πουρνάρι - Πέτα  -, ΤΚ:47200",ΠΕΡΙΦΕΡΕΙΑ ΗΠΕΙΡΟΥ,ΠΕΡΙΦΕΡΕΙΑΚΗ ΕΝΟΤΗΤΑ ΑΡΤΑΣ,ΔΗΜΟΣ ΝΙΚΟΛΑΟΥ ΣΚΟΥΦΑ,ΔΗΜΟΤΙΚΗ ΕΝΟΤΗΤΑ ΠΕΤΑ,2681075557,6976560210,s.g.f.a.e.a.agiatheodora@gmail.com
997017750,"MINI HORSES THERAPY STEP BY STEP ",STEP BY STEP,"ΠΟΥΡΝΑΡΙ -, ΤΚ:55535",ΠΕΡΙΦΕΡΕΙΑ ΚΕΝΤΡΙΚΗΣ ΜΑΚΕΔΟΝΙΑΣ,ΠΕΡΙΦΕΡΕΙΑΚΗ ΕΝΟΤΗΤΑ ΘΕΣΣΑΛΟΝΙΚΗΣ,ΔΗΜΟΣ ΠΥΛΑΙΑΣ - ΧΟΡΤΙΑΤΗ,ΔΗΜΟΤΙΚΗ ΕΝΟΤΗΤΑ ΠΥΛΑΙΑΣ,6976925585,-,stepbystepmht@gmail.com
999337150,ΣΥΛΛΟΓΟΣ ΓΟΝΕΩΝ ΓΙΑ ΤΗΝ ΥΠΟΣΤΗΡΙΖΟΜΕΝΗ ΔΙΑΒΙΩΣΗ ΑΤΟΜΩΝ ΜΕ ΝΟΗΤΙΚΗ ΥΣΤΕΡΗΣΗ,ΤΟ ΠΕΤΑΓΜΑ,"ΘΕΟΚΡΙΤΟΥ  10, ΤΚ:15351",ΠΕΡΙΦΕΡΕΙΑ ΑΤΤΙΚΗΣ,ΠΕΡΙΦΕΡΕΙΑΚΗ ΕΝΟΤΗΤΑ ΑΝΑΤΟΛΙΚΗΣ ΑΤΤΙΚΗΣ,ΔΗΜΟΣ ΠΑΛΛΗΝΗΣ,ΔΗΜΟΤΙΚΗ ΕΝΟΤΗΤΑ ΠΑΛΛΗΝΗΣ,2106723232,6944780656,petagma@petagma.gr
999032495,ΣΥΛΛΟΓΟΣ ΓΟΝΕΩΝ ΜΕ ΤΡΙΑ ΠΑΙΔΙΑ Ν. ΠΡΕΒΕΖΑΣ,-,"ΠΑΡΚΟ ΝΕΑΠΟΛΗΣ   , ΤΚ:48100",ΠΕΡΙΦΕΡΕΙΑ ΗΠΕΙΡΟΥ,ΠΕΡΙΦΕΡΕΙΑΚΗ ΕΝΟΤΗΤΑ ΠΡΕΒΕΖΑΣ,ΔΗΜΟΣ ΠΡΕΒΕΖΑΣ,ΔΗΜΟΤΙΚΗ ΕΝΟΤΗΤΑ ΠΡΕΒΕΖΗΣ,6978856424,-,triteknoiprevezas@gmail.com
999371388,"ΣΥΛΛΟΓΟΣ ΚΑΡΚΙΝΟΠΑΘΩΝ, ΕΘΕΛΟΝΤΩΝ, ΦΙΛΩΝ, ΙΑΤΡΩΝ Κ.Ε.Φ.Ι. ΑΘΗΝΩΝ",-,"ΒΟΛΑΝΑΚΗ 19, ΤΚ:11526",ΠΕΡΙΦΕΡΕΙΑ ΑΤΤΙΚΗΣ,ΠΕΡΙΦΕΡΕΙΑΚΗ ΕΝΟΤΗΤΑ ΚΕΝΤΡΙΚΟΥ ΤΟΜΕΑ ΑΘΗΝΩΝ,ΔΗΜΟΣ ΑΘΗΝΑΙΩΝ,ΔΗΜΟΤΙΚΗ ΕΝΟΤΗΤΑ ΑΘΗΝΑΙΩΝ,2106468222,6945156770,INFO@ANTICANCERATH.GR
998821253,ΙΑΣΙΣ,-,"Αχαρνών 297, ΤΚ:10446",ΠΕΡΙΦΕΡΕΙΑ ΑΤΤΙΚΗΣ,ΠΕΡΙΦΕΡΕΙΑΚΗ ΕΝΟΤΗΤΑ ΚΕΝΤΡΙΚΟΥ ΤΟΜΕΑ ΑΘΗΝΩΝ,ΔΗΜΟΣ ΑΘΗΝΑΙΩΝ,ΔΗΜΟΤΙΚΗ ΕΝΟΤΗΤΑ ΑΘΗΝΑΙΩΝ,2108655039,6932118908,iasisgr@yahoo.com
099393418,"Σύλλογος Καρκινοπαθών & Φίλων Ν. Αργολίδας ""Η ΑΛΛΗΛΕΓΓΥΗ""","ΣΥ.ΚΑ.ΦΙ.ΑΡ. ""Η ΑΛΛΗΛΕΓΓΥΗ""","Γούναρη 47, ΤΚ:21231",ΠΕΡΙΦΕΡΕΙΑ ΠΕΛΟΠΟΝΝΗΣΟΥ,ΠΕΡΙΦΕΡΕΙΑΚΗ ΕΝΟΤΗΤΑ ΑΡΓΟΛΙΔΑΣ,ΔΗΜΟΣ ΆΡΓΟΥΣ - ΜΥΚΗΝΩΝ,ΔΗΜΟΤΙΚΗ ΕΝΟΤΗΤΑ ΆΡΓΟΥΣ,2751068858,-,sykafiar.arg@gmail.com
090037200,"""ΜΕΡΙΜΝΑ ΠΑΙΔΙΟΥ"" ",-,"ΦΙΛΙΚΗΣ ΕΤΑΙΡΕΙΑΣ 20 - 22, ΤΚ:54621",ΠΕΡΙΦΕΡΕΙΑ ΚΕΝΤΡΙΚΗΣ ΜΑΚΕΔΟΝΙΑΣ,ΠΕΡΙΦΕΡΕΙΑΚΗ ΕΝΟΤΗΤΑ ΘΕΣΣΑΛΟΝΙΚΗΣ,ΔΗΜΟΣ ΘΕΣΣΑΛΟΝΙΚΗΣ,ΔΗΜΟΤΙΚΗ ΕΝΟΤΗΤΑ ΘΕΣΣΑΛΟΝΙΚΗΣ,2310227748,6945791555,info@merimna-paidiou.gr
090016147,ΙΔΡΥΜΑ Η ΠΑΙΔΙΚΗ ΣΤΕΓΗ,-,"ΦΩΤΟΜΑΡΑ  48, ΤΚ:11743",ΠΕΡΙΦΕΡΕΙΑ ΑΤΤΙΚΗΣ,ΠΕΡΙΦΕΡΕΙΑΚΗ ΕΝΟΤΗΤΑ ΚΕΝΤΡΙΚΟΥ ΤΟΜΕΑ ΑΘΗΝΩΝ,ΔΗΜΟΣ ΑΘΗΝΑΙΩΝ,ΔΗΜΟΤΙΚΗ ΕΝΟΤΗΤΑ ΑΘΗΝΑΙΩΝ,2109238131,6976285588,idrima01@gmail.com
999927832,ΕΤΑΙΡΕΙΑ ΝΟΣΟΥ ALZHEIMER ΚΑΙ ΣΥΝΑΦΩΝ ΔΙΑΤΑΡΑΧΩΝ ΑΘΗΝΩΝ,-,"Μάρκου Μουσούρου  89, ΤΚ:11636",ΠΕΡΙΦΕΡΕΙΑ ΑΤΤΙΚΗΣ,ΠΕΡΙΦΕΡΕΙΑΚΗ ΕΝΟΤΗΤΑ ΚΕΝΤΡΙΚΟΥ ΤΟΜΕΑ ΑΘΗΝΩΝ,ΔΗΜΟΣ ΑΘΗΝΑΙΩΝ,ΔΗΜΟΤΙΚΗ ΕΝΟΤΗΤΑ ΑΘΗΝΑΙΩΝ,2107013271,6975996990,kentroalz@otenet.gr
090300392,"ΤΟ ΧΑΜΟΓΕΛΟ ΤΟΥ ΠΑΙΔΙΟΥ ",-,"ΣΠΥΡΟΥ ΛΟΥΗ  1, ΤΚ:15124",ΠΕΡΙΦΕΡΕΙΑ ΑΤΤΙΚΗΣ,ΠΕΡΙΦΕΡΕΙΑΚΗ ΕΝΟΤΗΤΑ ΒΟΡΕΙΟΥ ΤΟΜΕΑ ΑΘΗΝΩΝ,ΔΗΜΟΣ ΑΜΑΡΟΥΣΙΟΥ,-,2103306140,6938696408,socialservicescoord@hamogelo.gr
090000912,"ΔΕΚΑΖΕΙΟΝ ΓΗΡΟΚΟΜΕΙΟΝ ΤΡΙΠΟΛΕΩΣ ""Ο ΑΓΙΟΣ ΝΙΚΟΛΑΟΣ""",-,"ΑΓΙΟΥ ΓΕΩΡΓΙΟΥ -, ΤΚ:22131",ΠΕΡΙΦΕΡΕΙΑ ΠΕΛΟΠΟΝΝΗΣΟΥ,ΠΕΡΙΦΕΡΕΙΑΚΗ ΕΝΟΤΗΤΑ ΑΡΚΑΔΙΑΣ,ΔΗΜΟΣ ΤΡΙΠΟΛΗΣ,ΔΗΜΟΤΙΚΗ ΕΝΟΤΗΤΑ ΤΡΙΠΟΛΗΣ,2710222185,6979860316,dekazeio.girokomeio.tripolis@gmail.com
090030781,ΧΡΙΣΤΙΑΝΙΚΗ ΣΤΕΓΗ ΚΟΡΙΤΣΙΟΥ ΑΓΙΑ ΑΝΝΑ,-,"ΑΝΟΙΞΕΩΣ  24, ΤΚ:14564",ΠΕΡΙΦΕΡΕΙΑ ΑΤΤΙΚΗΣ,ΠΕΡΙΦΕΡΕΙΑΚΗ ΕΝΟΤΗΤΑ ΒΟΡΕΙΟΥ ΤΟΜΕΑ ΑΘΗΝΩΝ,ΔΗΜΟΣ ΚΗΦΙΣΙΑΣ,ΔΗΜΟΤΙΚΗ ΕΝΟΤΗΤΑ ΚΗΦΙΣΙΑΣ,2108076309,6973742704,idryma.agia.anna@gmail.com
090126987,Πηνελόπειο Ίδρυμα,-,"Φιλελλήνων 5, ΤΚ:14234",ΠΕΡΙΦΕΡΕΙΑ ΑΤΤΙΚΗΣ,ΠΕΡΙΦΕΡΕΙΑΚΗ ΕΝΟΤΗΤΑ ΒΟΡΕΙΟΥ ΤΟΜΕΑ ΑΘΗΝΩΝ,ΔΗΜΟΣ ΝΕΑΣ ΙΩΝΙΑΣ,-,2102798253,-,anaplosis.gr@gmail.com
090075670,ΓΗΡΟΚΟΜΕΙΟ ΟΡΘΟΔΟΞΟΥ ΧΡΙΣΤΙΑΝΙΚΗΣ ΕΝΩΣΕΩΣ ΚΥΡΙΩΝ ΘΗΒΩΝ,ΓΗΡΟΚΟΜΕΙΟ ΟΧΕΚ,"ΔΑΓΛΑΡΙΔΟΥ  23, ΤΚ:32200",ΠΕΡΙΦΕΡΕΙΑ ΣΤΕΡΕΑΣ ΕΛΛΑΔΑΣ,ΠΕΡΙΦΕΡΕΙΑΚΗ ΕΝΟΤΗΤΑ ΒΟΙΩΤΙΑΣ,ΔΗΜΟΣ ΘΗΒΑΙΩΝ,ΔΗΜΟΤΙΚΗ ΕΝΟΤΗΤΑ ΘΗΒΑΙΩΝ,2262027539,6972371682,girokomeiooxek@gmail.com
099420310,ΣΥΛΛΟΓΟΣ ΟΙΚΟΓΕΝΕΙΑΣ ΚΕΘΕΑ ΔΙΑΒΑΣΗ,-,"ΛΕΜΕΣΟΥ 1-3, ΤΚ:11252",ΠΕΡΙΦΕΡΕΙΑ ΑΤΤΙΚΗΣ,ΠΕΡΙΦΕΡΕΙΑΚΗ ΕΝΟΤΗΤΑ ΚΕΝΤΡΙΚΟΥ ΤΟΜΕΑ ΑΘΗΝΩΝ,ΔΗΜΟΣ ΑΘΗΝΑΙΩΝ,ΔΗΜΟΤΙΚΗ ΕΝΟΤΗΤΑ ΑΘΗΝΑΙΩΝ,2108652556,6981862818,sylogosketheadiavasi@yahoo.gr
999769942,ΣΥΛΛΟΓΟΣ ΣΥΜΠΑΡΑΣΤΑΣΗΣ ΓΙΑ ΚΟΙΝΩΝΙΚΗ ΕΝΤΑΞΗ ΚΑΙ ΕΠΑΓΓΕΛΜΑΤΙΚΗ ΑΠΟΚΑΤΑΣΤΑΣΗ ΑΤΟΜΩΝ ΜΕ ΕΙΔΙΚΕΣ ΑΝΑΓΚΕΣ ΝΟΜΟΥ ΤΡΙΚΑΛΩΝ,-,"ΦΛΕΓΙΟΥ 14, ΤΚ:42131",ΠΕΡΙΦΕΡΕΙΑ ΘΕΣΣΑΛΙΑΣ,ΠΕΡΙΦΕΡΕΙΑΚΗ ΕΝΟΤΗΤΑ ΤΡΙΚΑΛΩΝ,ΔΗΜΟΣ ΤΡΙΚΚΑΙΩΝ,ΔΗΜΟΤΙΚΗ ΕΝΟΤΗΤΑ ΤΡΙΚΚΑΙΩΝ,2431071257,6938061990,syllogossymparastasy1993@gmail.com
090204109,ΕΘΝΙΚΗ ΣΥΝΟΜΟΣΠΟΝΔΙΑ ΑΤΟΜΩΝ ΜΕ ΑΝΑΠΗΡΙΑ," ","ΕΛΕΥΘΕΡΙΟΥ ΒΕΝΙΖΕΛΟΥ  236, ΤΚ:16341",ΠΕΡΙΦΕΡΕΙΑ ΑΤΤΙΚΗΣ,ΠΕΡΙΦΕΡΕΙΑΚΗ ΕΝΟΤΗΤΑ ΚΕΝΤΡΙΚΟΥ ΤΟΜΕΑ ΑΘΗΝΩΝ,ΔΗΜΟΣ ΗΛΙΟΥΠΟΛΕΩΣ,-,2109949837,6936061386,esaea@otenet.gr
090045456,ΠΑΝΕΛΛΗΝΙΑ ΟΜΟΣΠΟΝΔΙΑ ΣΩΜΑΤΕΙΩΝ ΓΟΝΕΩΝ ΚΑΙ ΚΗΔΕΜΟΝΩΝ ΑΤΟΜΩΝ ΜΕ ΑΝΑΠΗΡΙΕΣ,-,"ΕΛΕΥΘΕΡΙΟΥ ΒΕΝΙΖΕΛΟΥ 236, ΤΚ:16341",ΠΕΡΙΦΕΡΕΙΑ ΑΤΤΙΚΗΣ,ΠΕΡΙΦΕΡΕΙΑΚΗ ΕΝΟΤΗΤΑ ΚΕΝΤΡΙΚΟΥ ΤΟΜΕΑ ΑΘΗΝΩΝ,ΔΗΜΟΣ ΗΛΙΟΥΠΟΛΕΩΣ,-,2105236501,6979446443,posgamea@otenet.gr
